4819r, AOD 0836  001r, Mainr,3, Interpersonal Communication: Critical Competencies for Professional and Personal Successr, TuesdaySMTWTFS11:00  AM   12:20  PM Type:  Recitation Building: Ritter Hall Room: 00106 Start Date: 01 13 2020 End Date: 05 06 2020ThursdaySMTWTFS11:00  AM   12:20  PM Type:  Lecture Building: Science Ed and Research Ctr Room: 0110A Start Date: 01 13 2020 End Date: 05 06 2020r, 7   21 of 35 seats remain 100 of 100 waitlist seats remain r, Jessica S  Reinhardt  Primary  r, 
30096r, AOD 0836  003r, Mainr,3, Interpersonal Communication: Critical Competencies for Professional and Personal Successr, TuesdaySMTWTFS11:00  AM   12:20  PM Type:  Recitation Building: Ritter Hall Room: 0201A Start Date: 01 13 2020 End Date: 05 06 2020ThursdaySMTWTFS11:00  AM   12:20  PM Type:  Lecture Building: Science Ed and Research Ctr Room: 0110A Start Date: 01 13 2020 End Date: 05 06 2020r, 6   5 of 35 seats remain 100 of 100 waitlist seats remain r, TJ Cusack  Primary  Jessica S  Reinhardt r, 
36689r, AOD 0836  004r, Mainr,3, Interpersonal Communication: Critical Competencies for Professional and Personal Successr, TuesdaySMTWTFS11:00  AM   12:20  PM Type:  Recitation Building: Weiss Hall Room: 00312 Start Date: 01 13 2020 End Date: 05 06 2020ThursdaySMTWTFS11:00  AM   12:20  PM Type:  Lecture Building: Science Ed and Research Ctr Room: 0110A Start Date: 01 13 2020 End Date: 05 06 2020r, 7   11 of 20 seats remain 100 of 100 waitlist seats remain r, Miriah Tomich  Primary  Jessica S  Reinhardt r, 
7921r, AOD 0836  005r, Mainr,3, Interpersonal Communication: Critical Competencies for Professional and Personal Successr, TuesdaySMTWTFS02:00  PM   03:20  PM Type:  Recitation Building: Ritter Hall Room: 0201B Start Date: 01 13 2020 End Date: 05 06 2020ThursdaySMTWTFS02:00  PM   03:20  PM Type:  Lecture Building: Science Ed and Research Ctr Room: 0110A Start Date: 01 13 2020 End Date: 05 06 2020r, 8   16 of 35 seats remain  100 of 100 waitlist seats remain r, TJ Cusack  Primary  Clymer Bardsley r, 
36691r, AOD 0836  006r, Mainr,3, Interpersonal Communication: Critical Competencies for Professional and Personal Successr, TuesdaySMTWTFS02:00  PM   03:20  PM Type:  Recitation Building: Ritter Hall Room: 00208 Start Date: 01 13 2020 End Date: 05 06 2020ThursdaySMTWTFS02:00  PM   03:20  PM Type:  Lecture Building: Science Ed and Research Ctr Room: 0110A Start Date: 01 13 2020 End Date: 05 06 2020r, 8   28 of 35 seats remain  100 of 100 waitlist seats remain r, Clymer Bardsley Miriah Tomich  Primary  r, 
40704r, AOD 0836  007r, Mainr,3, Interpersonal Communication: Critical Competencies for Professional and Personal Successr, TuesdaySMTWTFS02:00  PM   03:20  PM Type:  Recitation Building: Ritter Hall Room: 0310B Start Date: 01 13 2020 End Date: 05 06 2020ThursdaySMTWTFS02:00  PM   03:20  PM Type:  Lecture Building: Science Ed and Research Ctr Room: 0110A Start Date: 01 13 2020 End Date: 05 06 2020r, 8   33 of 35 seats remain  100 of 100 waitlist seats remain r, Clymer Bardsley  Primary  r, 
42506r, AOD 1001  001r, Mainr,1, Practical Application in Adult and Organizational Developmentr, ThursdaySMTWTFS03:30  PM   04:50  PM Type:  Class Building: Ritter Hall Room: 0310B Start Date: 01 13 2020 End Date: 03 09 2020r, 7   32 of 35 seats remain 100 of 100 waitlist seats remain r    h, ,
35992r, AOD 1016  001r, Mainr,3, Introduction to Adult Learning and Trainingr, TuesdaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ritter Hall Room: 00211 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   27 of 35 seats remain 100 of 100 waitlist seats remain r, Tristin R  Carmichael  Primary  r,
40858r, AOD 1016  002r, Mainr,3, Introduction to Adult Learning and Trainingr, Tuesday ThursdaySMTWTFS09:30  AM   10:50  AM Type:  Class Building: Ritter Hall Room: 00205 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   21 of 35 seats remain 100 of 100 waitlist seats remain r, Belinda A  McLeod  Primary  r,
24944r2, AOD 1166  002r3, Mainr4,3, 1   Interpersonal Communication through the Life Spanr6, MondaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ritter Hall Room: 00211 Start Date: 01 13 2020 End Date: 05 06 2020r7, 7   14 of 35 seats remain 100 of 100 waitlist seats remain r8, Leah Hetzell  Primary  r9,
36847r, AOD 1166  003r, Mainr,3, 1   Interpersonal Communication through the Life SpanrA, Tuesday ThursdaySMTWTFS03:30  PM   04:50  PM Type:  Class Building: Ritter Hall Room: 00211 Start Date: 01 13 2020 End Date: 05 06 2020rB, 6   1 of 35 seats remain 100 of 100 waitlist seats remain rC, Leah Hetzell  Primary  rD,
35993rH, AOD 2115  001rI, MainrJ,3, Conflict Resolution in EducationrL, Tuesday ThursdaySMTWTFS12:30  PM   01:50  PM Type:  Class Building: Ritter Hall Room: 00206 Start Date: 01 13 2020 End Date: 05 06 2020rM, 7   12 of 35 seats remain 100 of 100 waitlist seats remain rN, Clymer Bardsley  Primary  rO,
19749rS, AOD 2176  001rT, MainrU,3, Team Process in EducationrW, WednesdaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Tuttleman Learning Center Room: 301AB Start Date: 01 13 2020 End Date: 05 06 2020r, 7   17 of 35 seats remain 100 of 100 waitlist seats remain rY, Michael Mullin  Primary  rZ,
37083r^, AOD 2176  002r, Mainr,3, Team Process in Educationrb, Tuesday ThursdaySMTWTFS02:00  PM   03:20  PM Type:  Class Building: Ritter Hall Room: 00203 Start Date: 01 13 2020 End Date: 05 06 2020rc, 7   19 of 35 seats remain 100 of 100 waitlist seats remain rd, Michael D  Ardron  Primary  re,
41658ri, AOD 2201  002rj, Mainrk,3, Research Methods in Applied Communicationrm, TuesdaySMTWTFS11:00  AM   12:20  PM Type:  Lecture Building: Science Ed and Research Ctr Room: 0110A Start Date: 01 13 2020 End Date: 05 06 2020ThursdaySMTWTFS11:00  AM   12:20  PM Type:  Recitation Building: Ritter Hall Room: 00106 Start Date: 01 13 2020 End Date: 05 06 2020rn, 8   11 of 32 seats remain  100 of 100 waitlist seats remain ro, Armando, 
41659rt, AOD 2201  003ru, Mainrv,3, Research Methods in Applied Communicationrx, TuesdaySMTWTFS11:00  AM   12:20  PM Type:  Lecture Building: Science Ed and Research Ctr Room: 0110A Start Date: 01 13 2020 End Date: 05 06 2020ThursdaySMTWTFS11:00  AM   12:21  PM Type:  Recitation Building: Ritter Hall Room: 0201A Start Date: 01 13 2020 End Date: 05 06 2020ry, 8   29 of 32 seats remain  100 of 100 waitlist seats remain rz, Armando, 
41660r, AOD 2201  004r, Mainr,3, Research Methods in Applied Communicationr, TuesdaySMTWTFS11:00  AM   12:20  PM Type:  Lecture Building: Science Ed and Research Ctr Room: 0110A Start Date: 01 13 2020 End Date: 05 06 2020ThursdaySMTWTFS11:00  AM   12:20  PM Type:  Recitation Building: Ritter Hall Room: 00208 Start Date: 01 13 2020 End Date: 05 06 2020r, 8   32 of 32 seats remain  100 of 100 waitlist seats remain r, Armando, 
41661r, AOD 2201  005r, Mainr,3, Research Methods in Applied Communicationr, TuesdaySMTWTFS11:00  AM   12:20  PM Type:  Lecture Building: Science Ed and Research Ctr Room: 0110A Start Date: 01 13 2020 End Date: 05 06 2020ThursdaySMTWTFS11:00  AM   12:20  PM Type:  Recitation Building: Weiss Hall Room: 00312 Start Date: 01 13 2020 End Date: 05 06 2020r, 8   31 of 32 seats remain  100 of 100 waitlist seats remain r, Armando, 
30539r, AOD 2214  001r, Mainr,3, Conflict and Communicationr, ThursdaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ritter Hall Room: 00111 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   26 of 35 seats remain 100 of 100 waitlist seats remain r, Mai H  Spann Wilson  Primary  r,
38429r, AOD 2214  002r, Mainr,3, Conflict and Communicationr, MondaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ritter Hall Room: 00106 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   8 of 35 seats remain 100 of 100 waitlist seats remain r, Owen Jones  Primary  r,
39313r, AOD 2215  001r, Mainr,3, Mediation:  Principles and Practicer, SaturdaySMTWTFS09:00  AM   05:00  PM Type:  Class Building: Ritter Hall Room: 00205 Start Date: 01 18 2020 End Date: 01 18 2020SaturdaySMTWTFS09:00  AM   05:00  PM Type:  Class Building: Ritter Hall Room: 00205 Start Date: 01 25 2020 End Date: 01 25 2020SaturdaySMTWTFS09:00  AM   05:00  PM Type:  Class Building: Ritter Hall Room: 00205 Start Date: 02 01 2020 End Date: 02 01 2020SundaySMTWTFS09:00  AM   12:40  PM Type:  Class Building: Ritter Hall Room: 00205 Start Date: 01 19 2020 End Date: 01 19 2020SundaySMTWTFS09:00  AM   12:40  PM Type:  Class Building: Ritter Hall Room: 00205 Start Date: 01 26 2020 End Date: 01 26 2020SundaySMTWTFS09:00  AM   12:40  PM Type:  Class Building: Ritter Hall Room: 00205 Start Date: 02 02 2020 End Date: 02 02 2020r, 7   23 of 35 seats remain 100 of 100 waitlist seats remain r, Mikaela R  Polman  Primary  r,
35994r, AOD 2218  002r, Mainr,3, Leadership and Communicationr, ThursdaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Weiss Hall Room: 00249 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   8 of 35 seats remain 100 of 100 waitlist seats remain r, Michael Mullin  Primary  r,
7160r, AOD 2307  001r, Mainr,3, Interaction Analysisr, Sunday SaturdaySMTWTFS10:00  AM   06:30  PM Type:  Class Building: Ritter Hall Room: 00211 Start Date: 02 22 2020 End Date: 02 23 2020Sunday SaturdaySMTWTFS10:00  AM   06:30  PM Type:  Class Building: Ritter Hall Room: 00211 Start Date: 01 25 2020 End Date: 01 26 2020FridaySMTWTFS04:40  PM   09:55  PM Type:  Class Building: Ritter Hall Room: 00211 Start Date: 02 21 2020 End Date: 02 21 2020FridaySMTWTFS04:40  PM   09:55  PM Type:  Class Building: Ritter Hall Room: 00211 Start Date: 01 24 2020 End Date: 01 24 2020r, 7   28 of 35 seats remain 100 of 100 waitlist seats remain r, Amanda J  Amidon  Primary  r,
35995r, AOD 3316  001r, Mainr,3, Negotiation Processesr, ThursdaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ritter Hall Room: 00205 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   30 of 35 seats remain 100 of 100 waitlist seats remain r    h, ,
40859r, AOD 3316  002r, Mainr,3, Negotiation Processesr, WednesdaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ritter Hall Room: 00103 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   28 of 35 seats remain 100 of 100 waitlist seats remain r, Leanna R  Arnold  Primary  r,
40862r, AOD 3317  001r, Mainr,3, Adult and Workforce Developmentr, Tuesday ThursdaySMTWTFS12:30  PM   01:50  PM Type:  Class Building: Ritter Hall Room: 00211 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   7 of 35 seats remain 100 of 100 waitlist seats remain r, Dr  Patience Lehrman  Primary  r,
40861r, AOD 3318  001r, Mainr,3, Systems Approach to Organizational Changer, Tuesday ThursdaySMTWTFS09:30  AM   10:50  AM Type:  Class Building: Ritter Hall Room: 0201B Start Date: 01 13 2020 End Date: 05 06 2020r, 7   19 of 35 seats remain 100 of 100 waitlist seats remain r, Charles A  Price  Primary  r,
40860r, AOD 3319  701r, Mainr,3, C   Skill Building for Social Entrepreneurship and Community Engagementr, r   NoneSMTWTFS    Type:  Online course activity Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 6   5 of 35 seats remain 100 of 100 waitlist seats remain r, Cynthia S  Belliveau  Primary  r,
28336r, AOD 3396  002r, Mainr,3, Organizational Communicationr, Tuesday ThursdaySMTWTFS09:30  AM   10:50  AM Type:  Class Building: Ritter Hall Room: 00303 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   10 of 20 seats remain 100 of 100 waitlist seats remain r    h, 1r    h,
35998r, AOD 3396  003r, Mainr,3, Organizational Communicationr, Tuesday ThursdaySMTWTFS02:00  PM   03:20  PM Type:  Class Building: Ritter Annex Room: 00700 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 20 seats remain  100 of 100 waitlist seats remain r, Cynthia S  Belliveau  Primary  r, 
39424r, AOD 3396  005r, Mainr,3, Organizational Communicationr, ThursdaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ritter Hall Room: 0477A Start Date: 01 13 2020 End Date: 05 06 2020r, 7   13 of 20 seats remain 100 of 100 waitlist seats remain r, Tristin R  Carmichael  Primary  r, 
39895r, AOD 4016  004r, Mainr,3, Advanced Adult Learning and Trainingr, WednesdaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ritter Hall Room: 0201B Start Date: 01 13 2020 End Date: 05 06 2020r, 7   29 of 35 seats remain 100 of 100 waitlist seats remain r    h, ,
39305r, AOD 4016  701r0, Mainr1,3, Advanced Adult Learning and Trainingr3, g   TuesdaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ritter Hall Room: 00205 Start Date: 01 28 2020 End Date: 01 28 2020TuesdaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ritter Hall Room: 00205 Start Date: 02 11 2020 End Date: 02 11 2020TuesdaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ritter Hall Room: 00205 Start Date: 02 25 2020 End Date: 02 25 2020TuesdaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ritter Hall Room: 00205 Start Date: 03 10 2020 End Date: 03 10 2020TuesdaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ritter Hall Room: 00205 Start Date: 03 24 2020 End Date: 03 24 2020TuesdaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ritter Hall Room: 00205 Start Date: 04 07 2020 End Date: 04 07 2020TuesdaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ritter Hall Room: 00205 Start Date: 04 21 2020 End Date: 04 21 2020TuesdaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ritter Hall Room: 00205 Start Date: 01 14 2020 End Date: 01 14 2020NoneSMTWTFS    Type:  Onsite mtg of online course Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r4, 7   14 of 35 seats remain 100 of 100 waitlist seats remain r5, Lee A  Hardin  Primary  r6,
620r:, AOD 4382  001r, Mainr,1 to 3, Independent Studyr, m   NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 7   10 of 10 seats remain 100 of 100 waitlist seats remain r, Cynthia S  Belliveau  Primary  rA,
1812rE, AOD 4385  001rF, MainrG,3, Internship in AOD Applied CommunicationrI, m   NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020rJ, 7   10 of 10 seats remain 100 of 100 waitlist seats remain rK, Cynthia S  Belliveau  Primary  rL,
19754rP, AOD 4396  001rQ, MainrR,3, 2   Field Research:  Practice in Professional SettingsrT, MondaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ritter Hall Room: 00110 Start Date: 01 13 2020 End Date: 01 13 2020MondaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ritter Hall Room: 00110 Start Date: 01 27 2020 End Date: 01 27 2020MondaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ritter Hall Room: 00110 Start Date: 02 10 2020 End Date: 02 10 2020MondaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ritter Hall Room: 00110 Start Date: 03 09 2020 End Date: 03 09 2020MondaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ritter Hall Room: 00110 Start Date: 03 30 2020 End Date: 03 30 2020NoneSMTWTFS    Type:  Practicum Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020rU, 6   6 of 20 seats remain 100 of 100 waitlist seats remain rV, Clymer Bardsley  Primary  rW, 
40162r, AOD 4396  002r, Mainr^,3, 2   Field Research:  Practice in Professional Settingsr, WednesdaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ritter Annex Room: 00300 Start Date: 01 29 2020 End Date: 01 29 2020WednesdaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ritter Annex Room: 00300 Start Date: 02 12 2020 End Date: 02 12 2020WednesdaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ritter Annex Room: 00300 Start Date: 03 11 2020 End Date: 03 11 2020WednesdaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ritter Annex Room: 00300 Start Date: 04 01 2020 End Date: 04 01 2020WednesdaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ritter Annex Room: 00300 Start Date: 01 15 2020 End Date: 01 15 2020NoneSMTWTFS    Type:  Practicum Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020ra, 6   9 of 20 seats remain 100 of 100 waitlist seats remain rb, Domini, 1re   h
36754rh, AOD 5403  402ri, Center Cityrj,3, Facilitating Adult Learningrl, WednesdaySMTWTFS05:10  PM   07:40  PM Type:  Class Building: TUCC 1515 Market Street Room: 00207 Start Date: 01 13 2020 End Date: 05 06 2020rm, 6   9 of 20 seats remain 100 of 100 waitlist seats remain rn, Armando, 1r
36673rs, AOD 5404  402rt, Center Cityru,3, Organizational Communicationrw, MondaySMTWTFS05:10  PM   07:40  PM Type:  Class Building: TUCC 1515 Market Street Room: 00207 Start Date: 01 13 2020 End Date: 05 06 2020rx, 6   5 of 20 seats remain 100 of 100 waitlist seats remain ry, Janice H  Laurence  Primary  rz,
38954r, AOD 5516  401r, Center Cityr,3, Negotiation Processesr, TuesdaySMTWTFS05:10  PM   07:40  PM Type:  Class Building: TUCC 1515 Market Street Room: 00415 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   21 of 25 seats remain 100 of 100 waitlist seats remain r, Beth Olanoff  Primary  r,
38958r, AOD 5518  402r, Center Cityr,3, Third Party Conflict Interventionr, ThursdaySMTWTFS05:10  PM   07:40  PM Type:  Class Building: TUCC 1515 Market Street Room: 00415 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   23 of 25 seats remain 100 of 100 waitlist seats remain r, Clymer Bardsley  Primary  r,
27404r, AOD 9187  401r, Center Cityr,3, 1   Practicum in Adult and Organizational Developmentr, e   NoneSMTWTFS    Type:  Practicum Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 7   18 of 20 seats remain 100 of 100 waitlist seats remain r, Janice H  Laurence  Primary  r,
27405r, AOD 9231  401r, Center Cityr,3, Proseminar in AODr, SaturdaySMTWTFS09:00  AM   05:00  PM Type:  Class Building: TUCC 1515 Market Street Room: 00206 Start Date: 04 04 2020 End Date: 04 04 2020SaturdaySMTWTFS09:00  AM   05:00  PM Type:  Class Building: TUCC 1515 Market Street Room: 00206 Start Date: 04 18 2020 End Date: 04 18 2020ThursdaySMTWTFS05:10  PM   10:10  PM Type:  Class Building: TUCC 1515 Market Street Room: 00206 Start Date: 01 23 2020 End Date: 01 23 2020ThursdaySMTWTFS05:10  PM   10:10  PM Type:  Class Building: TUCC 1515 Market Street Room: 00206 Start Date: 01 30 2020 End Date: 01 30 2020ThursdaySMTWTFS05:10  PM   10:10  PM Type:  Class Building: TUCC 1515 Market Street Room: 00206 Start Date: 02 20 2020 End Date: 02 20 2020FridaySMTWTFS05:10  PM   10:10  PM Type:  Class Building: TUCC 1515 Market Street Room: 00206 Start Date: 04 03 2020 End Date: 04 03 2020r, FULL: 0 of 20 seats remain  99 of 100 waitlist seats remain r, Janice H  Laurence  Primary  r,
40955r, ADV 0853  801r, Japanr,3, Advertising and Globalizationr, Tuesday ThursdaySMTWTFS03:50  PM   05:20  PM Type:  Class Building: Temple Japan Main Building Room: 00401 Start Date: 01 14 2020 End Date: 04 22 2020r, 7   29 of 48 seats remain 100 of 100 waitlist seats remain r, John K  Foster  Primary  r, 
22321r, ADV 1001  001r, Mainr,3, 4   Introduction to Digital Design Tools for Advertisingr, Tuesday ThursdaySMTWTFS09:30  AM   10:50  AM Type:  Class Building: Tuttleman Learning Center Room: 00008 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   6 of 35 seats remain 100 of 100 waitlist seats remain r, Joe J  Hocker  Primary  r,
41302r, ADV 1001  003r, Mainr,3, 4   Introduction to Digital Design Tools for Advertisingr, TuesdaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Tuttleman Learning Center Room: 00004 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   30 of 35 seats remain 100 of 100 waitlist seats remain r, Brittani Dunning  Primary  r,
